py,APPROACHES_FROM_100_125_YARDS,APPROACHES_FROM_100_125_YARDS_RGH,APPROACHES_FROM_125_150_YARDS,APPROACHES_FROM_125_150_YARDS_RGH,APPROACHES_FROM_150_175_YARDS,APPROACHES_FROM_150_175_YARDS_RGH,APPROACHES_FROM_175_200_YARDS,APPROACHES_FROM_175_200_YARDS_RGH,APPROACHES_FROM_200_225_YARDS,APPROACHES_FROM_200_225_YARDS_RGH,APPROACHES_FROM_225_250_YARDS,APPROACHES_FROM_225_250_YARDS_RGH,APPROACHES_FROM_250_275_YARDS,APPROACHES_FROM_250_275_YARDS_RGH,APPROACHES_FROM_INSIDE_100_YARDS,APPROACHES_FROM_INSIDE_100_YARDS_RGH,BIRDIE_AVE,BIRDIE_OR_BETTER_CONVESION_PERCENTAGE,BIRDIE_OR_BETTER_PERCENTAGE,BIRDIE_OR_BETTER_PERCENTAGE_FAIRWAY,BIRDIE_OR_BETTER_PERCENTAGE_ROUGH,BOUNCE_BACK,CLUB_HEAD_SPEED,DRIVING_ACCURACY_PERCENTAGE,DRIVING_DISTANCE,EAGLES_HOLES_PER,FAIRWAY_PROXIMITY,FEDEX_REGULAR_SEASON_POINTS,FINAL_ROUND_PERFORMANCE,GREENS_IN_REGULATION_PERCENTAGE,PAR_3_SCORING_AVERAGE,PAR_4_SCORING_AVERAGE,PAR_5_SCORING_AVERAGE,PUTTING_FROM_10_15ft,PUTTING_FROM_15_20ft,PUTTING_FROM_20_25ft,PUTTING_FROM_25ft_plus,PUTTING_INSIDE_10ft,PUTTS_PER_ROUND,ROUGH_PROXIMITY,SAND_SAVE_PERCENTAGE,PLAYER,SEASON_CURRENT,PERCENTAGE_OF_WINNING_PTS,SEASON_NEXT,NEXT_PERCENTAGE_OF_WINNING_PTS
2010_Jason Dufner,224,375,291,410,339,475,400,615,497,782,558,725,745,927,214,269,3.36,27.76,19.22,19.83,14.16,19.77,111.15,69.24,281.9,174.0,380,617,72.22,66.67,3.07,4.06,4.69,29.35,15.69,8.33,5.4,86.23,29.82,512,47.1,Jason Dufner,2010,0.33423618634886243,2011,0.5996852046169989
2010_Jeff Overton,233,332,285,379,332,432,388,678,516,865,676,862,726,812,159,317,3.76,30.85,21.47,23.74,18.3,21.61,115.77,55.44,297.3,178.0,364,1536,50.0,66.86,2.98,4.01,4.72,34.38,18.75,15.93,6.44,87.07,29.04,506,51.09,Jeff Overton,2010,0.8320693391115926,2011,0.3205666316894019
2010_Jerry Kelly,213,421,258,508,327,570,354,646,494,886,630,1010,819,1117,206,284,3.43,26.87,19.47,20.8,12.76,22.14,108.44,70.5,279.0,254.6,363,493,47.62,67.49,3.03,4.05,4.67,28.57,13.45,9.57,5.1,86.27,29.63,596,52.35,Jerry Kelly,2010,0.26706392199349943,2011,0.3415529905561385
2010_Jim Furyk,222,438,272,386,315,502,386,589,474,1017,594,884,933,1109,161,204,3.64,28.33,20.42,22.79,11.17,22.54,108.83,71.01,276.0,444.0,365,1691,58.82,67.12,3.02,3.99,4.7,30.82,19.42,12.24,5.26,89.43,28.74,546,48.04,Jim Furyk,2010,0.9160346695557963,2011,0.34679958027282265
2010_Jimmy Walker,247,356,281,417,312,501,395,564,521,730,591,988,803,1117,186,246,3.63,29.22,20.53,20.72,18.98,22.27,119.27,51.29,292.9,295.2,372,554,75.0,65.88,3.06,4.02,4.75,35.81,16.53,10.71,4.35,87.49,29.14,520,43.08,Jimmy Walker,2010,0.3001083423618635,2011,0.32266526757607555
2010_Joe Durant,227,343,257,417,317,553,346,597,495,770,619,777,836,919,199,340,3.6,27.03,20.48,21.6,11.94,21.74,112.84,75.94,285.6,201.0,348,321,28.57,71.95,3.1,3.95,4.67,29.67,20.34,14.42,3.73,86.5,29.89,505,41.1,Joe Durant,2010,0.17388949079089924,2011,0.13641133263378805
2010_Joe Ogilvie,241,358,307,464,362,525,461,647,546,640,561,717,803,1022,203,248,3.49,28.88,19.92,22.52,12.68,23.16,111.06,59.32,285.9,198.0,398,454,56.25,66.07,3.11,4.05,4.65,31.62,18.07,13.43,5.64,86.89,29.23,511,52.26,Joe Ogilvie,2010,0.24593716143011918,2011,0.19097586568730326
2010_John Merrick,271,375,267,457,339,544,388,645,471,656,650,1012,936,480,183,291,3.55,27.8,20.03,21.58,12.97,23.43,112.04,66.71,291.4,327.0,380,449,43.48,70.24,3.06,4.05,4.62,33.33,11.68,11.43,3.33,87.59,29.94,519,52.35,John Merrick,2010,0.24322860238353197,2011,0.21773347324239245
2010_John Rollins,277,317,286,475,345,493,405,712,506,1009,566,728,821,1139,183,324,3.75,29.39,21.4,22.57,18.04,22.67,114.78,64.58,295.5,182.3,385,634,35.71,68.18,3.1,4.0,4.66,25.57,18.12,14.85,5.46,87.44,29.59,551,45.04,John Rollins,2010,0.3434452871072589,2011,0.31899265477439664
2010_John Senden,226,329,280,413,323,474,417,573,440,700,598,739,715,847,192,317,3.55,25.84,20.01,21.78,15.97,21.37,117.19,67.22,290.2,370.8,368,467,47.62,72.49,3.02,4.01,4.68,23.85,17.32,6.47,6.02,87.85,30.08,483,54.4,John Senden,2010,0.25297941495124593,2011,0.38405036726128017
2010_Johnson Wagner,268,247,265,408,313,492,388,632,515,676,602,814,798,742,222,277,3.54,28.13,20.07,21.26,13.69,19.75,110.81,62.59,282.4,255.0,378,197,46.15,68.24,3.07,4.04,4.73,33.18,16.79,12.2,8.0,86.2,29.52,493,50.79,Johnson Wagner,2010,0.1067172264355363,2011,0.30692549842602307
2010_Jonathan Byrd,237,297,274,380,358,540,413,592,499,535,604,770,754,1115,184,299,3.66,28.06,20.72,22.17,17.97,24.14,115.8,61.54,290.9,255.0,378,415,75.0,70.0,3.05,4.01,4.61,29.91,20.37,15.52,4.65,87.03,29.54,467,53.85,Jonathan Byrd,2010,0.2248104008667389,2011,0.6112277019937041
2010_Josh Teater,240,435,259,403,349,499,388,690,533,883,523,914,821,1266,207,314,3.44,27.64,19.64,21.85,10.39,17.09,114.08,63.69,293.1,181.8,366,502,73.68,68.8,3.04,4.05,4.7,25.1,17.33,10.61,4.24,86.55,29.74,546,49.16,Josh Teater,2010,0.27193932827735645,2011,0.2061909758656873
2010_Justin Leonard,207,343,239,445,344,503,426,694,539,789,649,1379,881,1387,180,280,3.56,29.21,20.08,22.07,17.79,20.53,108.05,69.46,277.8,316.8,370,556,35.29,65.09,3.06,4.03,4.71,34.11,16.67,14.05,4.93,88.19,29.02,557,47.73,Justin Leonard,2010,0.30119176598049835,2011,0.1720881427072403
2010_Justin Rose,236,349,290,419,327,503,389,526,494,738,652,773,697,1289,178,302,3.87,30.75,21.65,22.13,20.8,22.28,113.57,65.17,287.8,702.0,374,1593,68.75,66.31,3.03,4.0,4.63,31.91,23.77,19.0,4.93,87.69,28.64,497,58.78,Justin Rose,2010,0.8629469122426869,2011,0.4176285414480588
2010_K.J. Choi,232,348,270,376,304,548,363,682,481,610,574,681,838,1254,218,272,3.62,28.93,20.53,22.25,16.06,19.5,111.24,65.99,283.1,246.0,349,922,57.89,68.52,3.02,4.02,4.65,33.76,18.45,13.86,8.74,86.92,29.23,498,59.06,K.J. Choi,2010,0.49945828819068255,2011,0.8399790136411333
2010_Kevin Na,268,318,249,407,307,535,391,645,428,717,608,913,773,995,176,298,3.75,30.31,21.15,23.62,12.18,20.91,111.35,66.46,278.6,334.8,357,804,50.0,65.89,3.01,4.0,4.66,35.27,17.93,17.86,8.2,88.14,28.57,555,54.81,Kevin Na,2010,0.4355362946912243,2011,0.40818467995802726
2010_Kevin Stadler,214,460,265,368,319,459,394,628,445,730,646,807,703,1148,210,259,3.78,29.77,21.64,21.88,14.89,19.4,114.0,62.96,290.2,154.8,370,394,53.33,67.95,3.07,4.04,4.62,29.47,15.56,15.13,4.97,85.61,29.53,508,45.38,Kevin Stadler,2010,0.2134344528710726,2011,0.21720881427072403
2010_Kevin Streelman,245,340,293,476,328,409,392,571,507,916,647,775,643,639,213,309,3.93,31.36,22.22,22.56,15.71,19.59,115.6,65.64,290.3,270.0,370,460,64.71,66.67,3.05,4.02,4.67,30.6,19.87,15.04,3.86,86.66,29.07,520,50.34,Kevin Streelman,2010,0.24918743228602383,2011,0.3147953830010493
2010_Kris Blanks,239,320,297,422,328,470,397,527,469,899,578,771,761,1067,201,292,3.37,25.05,18.86,19.8,12.97,20.16,111.58,66.87,286.4,819.0,373,554,66.67,71.15,3.05,4.05,4.71,27.85,12.33,10.34,3.76,86.59,30.6,491,40.77,Kris Blanks,2010,0.3001083423618635,2011,0.33630640083945434
2010_Lee Janzen,241,284,264,384,334,507,406,680,525,693,640,878,796,922,178,330,3.42,26.84,19.41,20.72,13.87,22.43,112.94,59.91,287.7,231.0,363,280,36.36,67.68,3.03,4.05,4.71,20.63,24.5,8.04,6.27,86.67,29.38,523,50.74,Lee Janzen,2010,0.15167930660888407,2011,0.08814270724029381
2010_Lucas Glover,240,372,265,418,326,505,381,653,501,628,588,772,854,822,189,301,3.72,30.1,21.17,24.01,16.18,22.52,116.41,62.84,295.7,190.3,375,743,33.33,67.42,3.11,4.05,4.63,29.17,16.42,16.28,3.97,86.03,29.65,511,54.62,Lucas Glover,2010,0.40249187432286027,2011,0.4590766002098636
2010_Luke Donald,236,340,253,364,307,465,392,532,460,701,685,689,900,1149,229,337,3.54,28.54,19.77,22.72,19.21,17.53,110.86,62.36,277.0,1224.0,365,1089,66.67,65.28,3.0,4.0,4.71,37.78,19.81,6.45,8.37,89.88,28.46,497,66.39,Luke Donald,2010,0.5899241603466956,2011,0.9737670514165793
2010_Marc Leishman,224,401,276,431,312,533,388,551,494,728,581,779,706,684,191,287,3.6,28.95,20.24,22.76,17.8,18.29,116.82,58.37,295.0,391.5,357,738,64.71,66.67,3.02,4.06,4.67,29.65,15.45,10.71,3.74,86.92,29.44,502,49.32,Marc Leishman,2010,0.39978331527627303,2011,0.2738719832109129
2010_Mark Wilson,247,389,313,454,329,506,423,659,501,731,675,934,773,750,206,284,3.36,25.17,18.9,20.56,11.02,18.09,106.81,68.85,280.6,391.5,393,343,73.33,70.28,3.01,4.04,4.71,28.64,17.26,14.66,5.84,87.76,29.71,518,57.94,Mark Wilson,2010,0.18580715059588299,2011,0.7665267576075551
2010_Martin Laird,227,474,312,431,316,558,375,496,459,786,569,747,749,869,239,272,3.49,28.92,20.27,21.19,17.87,20.88,118.12,60.27,296.5,117.0,368,477,66.67,67.83,3.09,4.04,4.63,24.22,15.75,16.26,3.12,87.32,29.68,512,51.61,Martin Laird,2010,0.2583965330444204,2011,0.6474291710388248
2010_Matt Bettencourt,270,360,272,407,423,529,414,587,509,759,691,812,628,777,218,281,3.37,31.28,19.78,22.73,12.91,20.98,114.88,57.16,294.0,96.4,404,472,46.15,60.17,3.15,4.08,4.61,25.85,23.08,18.45,5.43,87.7,28.46,497,52.26,Matt Bettencourt,2010,0.25568797399783316,2011,0.24186778593913955
2010_Matt Jones,253,373,296,479,367,497,415,558,547,676,555,689,846,1006,233,270,3.71,30.87,21.22,22.84,15.67,22.91,116.41,57.07,293.3,160.2,404,647,41.18,65.29,3.03,4.04,4.61,30.21,20.15,13.95,5.88,89.09,28.65,515,58.68,Matt Jones,2010,0.3504875406283857,2011,0.1720881427072403
2010_Matt Kuchar,241,381,269,518,302,485,407,618,490,825,615,1087,720,1029,175,262,3.97,31.22,22.57,25.95,13.99,21.67,110.76,67.89,286.9,190.0,364,1437,81.82,69.36,3.02,3.96,4.56,36.96,28.1,7.77,4.65,88.69,28.74,537,56.2,Matt Kuchar,2010,0.7784398699891658,2011,0.7381951731374606
2010_Michael Bradley,230,345,270,466,331,507,394,610,523,703,669,1002,669,1401,171,298,3.42,26.19,19.12,20.65,13.1,18.56,113.04,60.37,281.5,693.0,363,306,50.0,68.65,3.01,4.03,4.73,31.93,18.7,9.09,5.37,86.48,29.62,541,50.0,Michael Bradley,2010,0.1657638136511376,2011,0.23819517313746066
2010_Michael Connell,242,401,270,440,320,525,373,620,487,831,585,755,783,905,214,246,3.54,29.16,20.16,22.65,13.06,20.17,109.51,63.4,281.3,200.3,352,314,63.16,66.94,3.08,4.01,4.7,30.26,20.61,16.98,5.56,87.52,29.12,530,52.07,Michael Connell,2010,0.17009750812567714,2011,0.12224554039874082
2010_Nathan Green,240,341,273,447,357,555,428,611,527,886,626,870,756,1001,193,342,3.24,28.07,18.35,19.92,15.0,20.4,111.35,61.0,279.5,309.6,391,414,25.0,63.18,3.03,4.07,4.8,29.41,23.26,12.71,5.71,88.43,28.94,597,57.23,Nathan Green,2010,0.22426868905742145,2011,0.10965372507869885
2010_Nick Watney,230,285,237,431,327,475,371,552,477,649,662,828,867,561,198,296,4.01,31.57,22.92,25.22,18.8,20.94,118.5,62.63,296.5,158.4,371,984,61.9,69.63,3.06,4.0,4.65,28.76,21.38,15.0,4.42,86.81,29.32,459,43.26,Nick Watney,2010,0.5330444203683641,2011,1.0
2010_Padraig Harrington,200,263,283,392,332,495,392,502,537,696,611,817,796,1150,153,217,3.36,29.65,19.15,20.77,16.49,25.0,115.43,56.7,292.1,201.6,382,662,54.55,61.9,3.06,4.05,4.65,29.41,13.75,16.42,6.13,87.48,28.3,460,53.7,Padraig Harrington,2010,0.35861321776814736,2011,0.17733473242392445
2010_Pat Perez,233,353,268,411,324,531,391,630,436,802,581,662,736,993,198,221,3.9,30.73,21.91,23.7,13.28,19.53,114.74,65.23,287.1,405.0,361,534,61.11,68.95,2.96,3.99,4.72,31.58,19.75,9.62,6.74,89.02,28.91,495,61.97,Pat Perez,2010,0.28927410617551463,2011,0.3756558237145855
2010_Paul Goydos,201,319,276,464,293,584,395,540,511,706,639,1010,868,1140,171,233,3.65,29.47,20.58,22.65,13.3,17.99,105.88,70.58,273.6,351.0,357,597,42.86,65.95,3.14,4.03,4.75,27.84,22.7,8.99,4.67,86.52,29.08,541,39.1,Paul Goydos,2010,0.32340195016251355,2011,0.24868835257082897
2010_Paul Stankowski,221,400,276,413,352,575,367,604,441,845,639,1269,642,1400,178,239,4.03,30.77,22.58,25.14,14.61,25.0,111.71,65.38,290.3,558.0,361,296,46.15,70.88,2.94,4.01,4.63,21.9,14.04,16.83,10.46,88.74,29.35,553,51.95,Paul Stankowski,2010,0.16034669555796316,2011,0.10860440713536201
2010_Phil Mickelson,198,350,237,420,332,417,380,656,466,636,534,736,572,533,176,250,3.89,32.81,22.51,25.46,16.84,19.7,119.56,52.66,299.1,114.0,350,1629,55.56,65.13,3.05,4.01,4.58,21.47,13.39,10.29,5.53,87.29,28.79,461,53.62,Phil Mickelson,2010,0.8824485373781148,2011,0.8399790136411333
2010_Retief Goosen,263,466,277,470,348,419,378,641,462,677,627,662,810,790,210,350,3.75,29.69,21.13,23.44,15.08,20.63,115.32,64.79,291.4,319.5,380,1068,94.12,65.96,3.04,3.99,4.6,29.46,24.56,10.39,5.17,90.14,28.65,509,54.62,Retief Goosen,2010,0.5785482123510293,2011,0.23032528856243442
2010_Richard Johnson,250,453,253,441,335,474,420,605,502,729,642,703,696,1094,196,373,3.22,25.22,18.52,19.75,11.96,17.04,108.92,70.92,277.3,162.0,375,323,52.94,68.5,3.07,4.03,4.69,30.05,14.29,11.72,8.52,88.6,29.6,533,39.83,Richard Johnson,2010,0.17497291440953414,2011,0.07555089192025184
2010_Rickie Fowler,221,327,269,398,326,496,381,578,460,784,631,757,590,974,170,287,3.6,28.09,20.63,21.87,15.53,20.0,115.17,64.19,292.7,160.4,346,1147,65.0,69.9,3.01,4.01,4.69,32.63,26.71,8.27,4.3,87.16,29.3,474,42.67,Rickie Fowler,2010,0.6213434452871073,2011,0.5445960125918153
2010_Ricky Barnes,222,330,272,352,300,538,371,546,493,604,648,915,847,827,200,216,3.61,28.84,20.6,23.0,16.18,20.0,116.87,58.37,285.5,185.4,364,947,63.64,68.23,3.05,4.0,4.73,29.84,13.45,10.66,4.07,88.04,29.32,500,54.34,Ricky Barnes,2010,0.5130010834236186,2011,0.28961175236096537
2010_Robert Allenby,236,411,266,537,300,569,403,612,492,677,588,534,655,979,191,296,3.73,29.46,21.4,24.27,18.59,21.67,112.87,64.75,289.1,148.0,364,1169,82.35,68.17,3.07,4.02,4.62,33.52,18.94,20.55,7.17,87.23,29.31,540,55.56,Robert Allenby,2010,0.633261105092091,2011,0.35624344176285416
2010_Robert Garrigus,250,372,283,459,281,434,359,635,558,502,536,975,703,745,223,261,3.82,31.31,21.6,22.86,18.01,25.46,121.92,55.73,315.5,255.6,345,382,28.57,67.61,3.07,4.04,4.71,26.98,18.31,14.08,5.38,86.61,29.89,472,37.25,Robert Garrigus,2010,0.20693391115926327,2011,0.3683105981112277
2010_Rocco Mediate,232,268,250,471,298,454,409,580,429,843,582,967,785,1425,205,143,3.03,24.03,17.53,19.86,12.36,15.53,108.11,68.27,278.1,142.0,357,150,30.0,69.32,3.07,4.06,4.74,25.14,14.96,6.67,5.38,85.32,30.28,475,43.18,Rocco Mediate,2010,0.08125677139761647,2011,0.04459601259181532
2010_Rod Pampling,249,432,285,400,335,446,437,636,573,674,691,587,873,1348,201,281,3.03,25.56,17.39,18.38,12.29,19.63,112.46,65.45,283.5,173.3,415,275,41.67,64.94,3.07,4.07,4.67,28.95,15.44,4.95,4.87,86.3,29.49,485,46.03,Rod Pampling,2010,0.14897074756229686,2011,0.20199370409233997
2010_Roland Thatcher,240,280,285,436,336,472,419,515,486,658,696,837,674,907,213,210,3.15,25.44,17.82,18.4,15.12,14.49,111.26,60.04,288.0,324.0,384,142,50.0,65.9,3.12,4.09,4.7,25.29,11.46,13.56,4.55,86.77,29.69,463,45.61,Roland Thatcher,2010,0.07692307692307693,2011,0.1584470094438615
2010_Rory Sabbatini,218,300,263,412,329,535,428,590,587,781,625,653,700,836,204,247,3.9,32.13,22.01,24.56,17.65,20.18,114.06,60.28,289.1,280.8,394,618,69.23,66.74,3.11,4.04,4.68,28.92,17.12,19.19,4.8,85.83,29.36,480,58.94,Rory Sabbatini,2010,0.3347778981581798,2011,0.6164742917103883
2010_Ryan Moore,222,362,263,404,306,530,376,668,443,804,647,862,864,712,224,302,3.67,29.92,20.82,24.1,11.5,22.33,113.9,67.99,289.7,237.0,371,893,73.33,66.67,3.06,4.04,4.63,34.42,22.14,3.26,4.89,88.35,29.05,513,45.8,Ryan Moore,2010,0.4837486457204767,2011,0.4632738719832109
2010_Ryan Palmer,238,430,277,389,303,514,403,573,498,736,531,685,691,926,201,318,3.92,32.19,22.16,23.74,16.61,17.89,114.84,57.23,295.8,252.0,364,1071,78.57,65.48,3.08,4.0,4.72,36.2,19.18,15.53,5.56,88.19,28.77,484,52.41,Ryan Palmer,2010,0.5801733477789816,2011,0.4732423924449108
2010_Ryuji Imada,240,376,296,460,326,488,428,676,537,704,693,977,800,1214,194,307,3.5,29.34,19.69,20.99,14.05,20.78,109.83,63.11,278.7,405.0,381,445,37.5,64.51,2.99,4.04,4.68,37.02,17.95,14.81,4.86,88.28,28.4,566,57.94,Ryuji Imada,2010,0.24106175514626219,2011,0.2775445960125918
2010_Scott McCarron,296,315,325,420,354,499,408,643,503,701,609,951,804,1120,251,365,3.4,28.15,19.44,20.53,14.02,20.35,113.7,67.36,288.6,180.0,405,354,46.67,65.8,3.07,4.01,4.69,27.23,22.29,13.56,5.35,89.24,28.98,557,51.8,Scott McCarron,2010,0.19176598049837487,2011,0.11594963273871983
2010_Scott Piercy,237,315,276,460,322,499,422,608,513,674,655,1051,759,1034,235,310,3.82,30.65,21.97,23.89,18.05,22.44,115.65,56.03,296.8,132.0,383,380,40.0,67.74,3.04,4.04,4.67,32.23,15.24,9.91,8.52,87.53,29.11,537,45.0,Scott Piercy,2010,0.20585048754062837,2011,0.29958027282266525
2010_Sean O'Hair,293,360,289,430,297,508,382,758,484,704,642,667,810,1196,234,295,3.29,26.77,18.9,19.6,15.42,18.54,113.61,63.98,289.3,164.0,382,858,68.75,68.22,3.03,4.02,4.72,32.02,16.67,12.84,4.56,87.01,29.8,512,48.18,Sean O'Hair,2010,0.4647887323943662,2011,0.37985309548793283
2010_Sergio Garcia,238,276,341,448,325,351,398,694,491,638,573,763,677,862,184,307,3.54,28.2,19.87,19.78,20.31,26.79,118.83,63.75,292.7,468.0,373,461,33.33,66.13,3.17,4.06,4.66,24.17,10.34,15.87,2.76,87.82,29.88,495,36.49,Sergio Garcia,2010,0.24972914409534128,2011,0.3473242392444911
2010_Shaun Micheel,249,305,288,462,332,504,382,603,483,975,791,1107,832,971,230,325,3.47,28.51,19.44,22.66,9.55,18.08,111.01,62.67,283.2,630.0,379,595,64.29,64.61,2.98,4.02,4.79,28.15,25.47,12.5,8.12,88.33,28.77,524,46.84,Shaun Micheel,2010,0.32231852654387866,2011,0.08394543546694648
2010_Spencer Levin,211,341,277,412,303,465,398,649,460,799,556,762,793,912,234,271,3.69,28.76,20.61,22.3,14.97,22.35,110.01,65.12,280.6,990.0,356,646,37.5,69.88,2.98,4.01,4.68,28.19,16.34,15.53,3.48,88.21,29.33,494,44.7,Spencer Levin,2010,0.34994582881906827,2011,0.5377754459601259
2010_Stephen Ames,243,356,272,307,309,587,392,645,549,808,683,856,733,1123,217,308,3.53,27.72,19.89,22.2,16.29,17.01,112.15,66.47,282.0,333.0,379,548,56.25,67.79,3.04,4.01,4.74,32.85,20.45,20.0,7.21,87.45,29.15,541,57.26,Stephen Ames,2010,0.29685807150595883,2011,0.15634837355718784
2010_Steve Elkington,293,394,292,408,343,536,412,560,531,688,767,1167,862,485,207,263,3.43,26.61,19.44,20.69,12.04,21.33,110.06,68.01,289.2,266.4,404,571,66.67,68.71,3.02,4.0,4.63,28.65,15.38,9.52,6.62,89.13,29.09,488,50.55,Steve Elkington,2010,0.30931744312026005,2011,0.05613850996852046
2010_Steve Flesch,245,419,247,420,370,420,465,506,518,566,666,766,860,1133,179,215,3.27,27.92,18.73,19.64,16.36,22.31,108.7,66.02,277.4,175.5,394,272,61.54,62.76,3.07,4.1,4.7,32.8,20.9,10.78,4.35,86.58,29.19,478,47.83,Steve Flesch,2010,0.14734561213434452,2011,0.18467995802728226
2010_Steve Marino,243,329,271,395,321,539,414,742,575,751,660,929,745,1096,209,270,3.77,30.31,21.33,24.72,13.81,26.75,114.43,61.96,290.6,243.0,382,636,58.82,67.49,3.08,4.02,4.73,31.74,21.58,6.45,5.62,87.62,29.53,540,41.67,Steve Marino,2010,0.3445287107258938,2011,0.49055613850996854
2010_Steve Stricker,218,351,245,366,306,479,415,549,435,806,565,935,805,1231,177,199,3.89,30.8,21.99,24.87,18.56,17.72,111.18,68.5,282.9,259.2,356,1697,77.78,68.29,2.99,3.99,4.58,37.66,15.97,13.41,7.76,88.52,28.69,493,54.84,Steve Stricker,2010,0.919284940411701,2011,0.978488982161595
2010_Stewart Cink,239,421,267,426,336,481,404,747,535,769,626,1140,795,1024,162,299,3.65,29.37,20.83,23.35,15.52,22.94,115.53,63.98,292.4,180.0,371,678,61.11,68.61,3.11,4.02,4.59,34.81,16.41,15.0,6.58,88.01,29.48,534,45.0,Stewart Cink,2010,0.36728060671722645,2011,0.291710388247639
2010_Stuart Appleby,219,306,274,410,333,456,423,582,541,754,735,924,785,639,202,312,3.3,28.61,18.7,20.83,12.82,19.8,115.21,59.75,289.0,259.7,395,957,42.11,61.84,3.08,4.07,4.71,29.18,18.79,10.53,5.56,86.48,28.89,481,49.11,Stuart Appleby,2010,0.5184182015167931,2011,0.2030430220356768
2010_Tim Herron,252,312,288,414,344,579,395,692,528,826,625,889,894,993,227,223,3.39,27.84,19.13,22.56,10.32,18.98,112.53,53.49,291.7,355.5,384,234,53.33,66.51,3.06,4.05,4.69,28.57,20.51,17.05,5.97,86.94,29.36,517,44.66,Tim Herron,2010,0.1267605633802817,2011,0.23924449108079748
2010_Tim Petrovic,232,361,265,403,332,498,407,610,559,910,619,784,814,1559,196,248,3.5,27.93,19.58,21.02,12.7,22.3,110.9,67.37,278.7,630.0,383,532,57.89,66.35,3.07,4.02,4.71,28.62,17.14,10.76,4.83,87.86,29.23,515,48.13,Tim Petrovic,2010,0.28819068255687974,2011,0.17103882476390347
2010_Tom Gillis,256,403,301,466,330,492,407,653,467,810,589,583,779,623,226,260,4.06,32.93,23.08,24.66,14.79,24.53,114.5,68.54,288.7,194.0,382,554,52.38,65.98,3.0,4.03,4.59,37.35,19.41,15.22,6.35,86.9,28.75,505,45.06,Tom Gillis,2010,0.3001083423618635,2011,0.2261280167890871
2010_Trevor Immelman,252,434,255,436,312,436,404,565,516,757,670,862,758,1216,199,318,2.95,24.54,16.77,18.4,11.84,17.61,115.78,64.07,286.4,247.5,372,266,25.0,66.06,3.13,4.06,4.71,24.19,18.18,13.85,5.76,88.26,29.89,534,59.77,Trevor Immelman,2010,0.14409534127843987,2011,0.24554039874081846
2010_Troy Matteson,275,358,274,388,319,505,399,639,438,698,600,886,729,761,206,288,3.3,25.42,18.72,20.58,12.5,21.92,117.33,60.36,296.3,252.0,360,425,64.29,71.43,3.06,4.03,4.7,25.0,13.79,11.29,5.22,87.18,30.44,483,36.29,Troy Matteson,2010,0.23022751895991334,2011,0.28436516264428124
2010_Troy Merritt,236,383,300,380,346,593,420,566,444,786,594,810,805,853,225,275,3.76,31.95,21.32,22.53,18.15,16.29,113.82,59.37,288.2,221.1,380,331,33.33,65.48,3.03,4.08,4.68,32.17,21.05,11.38,8.36,88.2,28.96,526,49.66,Troy Merritt,2010,0.17930660888407368,2011,0.06873032528856243
2010_Vaughn Taylor,230,384,292,445,315,446,375,595,484,735,664,1056,715,913,163,334,3.74,29.64,21.14,23.29,13.01,19.3,109.73,68.26,284.4,261.0,363,824,64.71,68.33,3.05,4.04,4.62,28.3,16.11,12.5,6.49,86.46,29.39,512,50.96,Vaughn Taylor,2010,0.4463705308775731,2011,0.20828961175236096
2010_Vijay Singh,219,354,275,376,297,529,355,667,496,847,613,752,1010,927,225,224,3.58,28.76,20.5,22.55,15.77,23.08,113.77,63.28,292.3,166.5,357,588,73.33,68.62,3.1,4.04,4.61,22.44,14.41,14.47,5.42,85.07,29.84,500,51.91,Vijay Singh,2010,0.31852654387865653,2011,0.4737670514165792
2010_Webb Simpson,216,385,270,399,328,459,436,588,517,752,636,950,938,1062,179,260,3.68,29.86,20.92,22.31,14.57,21.01,110.59,60.47,285.4,220.5,372,478,70.59,66.16,3.05,4.02,4.62,34.21,16.18,11.81,6.52,88.47,28.73,482,55.06,Webb Simpson,2010,0.2589382448537378,2011,0.9763903462749213
2010_Woody Austin,240,317,256,430,340,467,391,516,496,602,587,958,769,825,202,229,3.48,28.29,19.89,21.74,16.91,24.5,112.84,66.48,281.1,186.0,369,394,31.25,67.92,3.03,4.06,4.64,37.34,16.47,14.93,4.74,85.96,29.55,467,43.54,Woody Austin,2010,0.2134344528710726,2011,0.11594963273871983
2010_Y.E. Yang,237,324,262,460,329,425,405,555,489,516,646,607,905,998,206,352,3.71,30.24,20.95,22.13,18.52,20.2,113.56,64.31,288.6,315.0,374,678,60.0,65.95,3.13,4.03,4.71,30.72,15.6,19.0,5.17,87.37,29.07,473,51.15,Y.E. Yang,2010,0.36728060671722645,2011,0.419202518363064
2010_Zach Johnson,212,375,257,449,301,482,402,732,469,837,616,667,857,1193,180,261,3.79,30.58,21.18,24.27,16.28,21.79,107.92,71.24,279.7,819.0,367,1191,52.38,66.54,3.0,4.03,4.71,33.33,16.06,20.95,6.5,89.36,28.73,547,56.29,Zach Johnson,2010,0.6451787648970747,2011,0.5047219307450157
2010_Ángel Cabrera,275,350,289,447,368,415,396,569,456,745,712,917,776,917,231,308,3.51,28.86,19.84,20.31,19.41,22.56,120.63,54.49,304.5,283.5,393,524,46.15,65.78,3.12,4.04,4.67,24.32,20.65,11.11,4.29,87.93,29.48,503,45.05,Ángel Cabrera,2010,0.2838569880823402,2011,0.12434417628541448
